Customer_ID,Name,Date_of_Purchase,Product,Frequency,Gender,Age_Group,Region,Annual_Income
c09ec853-5cde-4a8c-8187-50c53bacdf91,Sara Gregory,2024-07-26,TV,9,Male,36-45,South America,95278
68f65ab5-9ebb-422f-ba6d-2a1eb1fb2089,Bruce Morris,2023-07-12,Gaming Console,9,Other,36-45,South America,34485
1940ac15-8d68-4034-8bde-25ffcde93e58,Maria May,2024-05-22,Bluetooth Speaker,9,Female,26-35,North America,113784
c255a900-dc43-461e-a4b6-98b2f4c9d523,Jason Owen,2023-07-30,Smartphone,9,Male,65+,Oceania,26474
4b138dd6-66f7-4b4d-9803-2ec0993de871,Sara Stevens,2023-08-26,Smartwatch,6,Other,56-65,Asia,105954
e5e47ac4-2886-4d54-8fb6-7bbf5a4ac551,Tiffany Meadows,2024-03-31,Gaming Console,6,Female,65+,South America,137811
de10ed2a-e1e0-4462-9c1c-21eceebd9713,Sean Mills,2023-12-02,Camera,6,Other,46-55,Africa,44643
9625a014-947d-4c50-ae54-d7f5ba72003b,Nancy Aguilar,2024-03-28,Camera,9,Male,26-35,Europe,59464
b0df9867-7194-44ad-b7d5-4fa3a73bd51e,Paula Ward,2024-03-20,Headphones,9,Male,46-55,Europe,23953
108489cc-f7d5-4872-ab84-0e70a717a376,Steven Stevens,2024-03-18,Camera,4,Female,18-25,Asia,142045
3adc20b2-d132-44bf-9baa-de343094e9e9,Angela Mills,2023-10-03,VR Headset,9,Male,65+,Oceania,138028
c7a6e5ce-5cde-4732-baf9-c5d5afe8d5c1,Steven Harris,2023-12-13,Laptop,1,Male,46-55,Europe,24630
68bd4e49-23e0-472d-9b7f-7b9198ed72c1,Jason Leonard,2023-05-31,VR Headset,2,Female,56-65,Africa,40658
5ce28952-b72b-499b-a5e8-47ec237004cf,William Tate,2024-06-11,Gaming Console,7,Male,46-55,Africa,24409
bca0a00e-3a2c-41c2-93de-97c7fa266d7e,Karen Good,2023-11-01,VR Headset,5,Male,65+,Europe,37696
34175d60-4083-4a59-8190-f5b1ad08ec13,Megan Stewart,2024-07-15,Smartphone,7,Male,36-45,Europe,122875
f2074cd0-70d4-42c9-a8fc-b4cccfe67965,Kelly Price,2024-12-09,Bluetooth Speaker,7,Male,46-55,Oceania,26937
9399092d-338d-431f-9319-61c771f3d940,Mark Calhoun,2023-06-28,Smartwatch,3,Male,46-55,Europe,147216
515a3d6a-0517-4cb1-a14c-77a4bee69e39,Breanna Delgado,2024-03-24,Gaming Console,8,Female,26-35,South America,69178
835deafc-218c-4bb8-a510-fb682e3ecf40,Jamie Hahn,2023-06-03,Smartwatch,1,Male,56-65,North America,64764
b481829e-287a-4287-82a8-6a3bcdb2dcf1,Mark Flores DVM,2025-02-21,Laptop,6,Male,65+,Africa,144413
63bf417d-bf61-4d1b-9460-5774519134b5,Michelle Bryan,2023-05-31,VR Headset,9,Other,46-55,North America,99029
ccdbc0c9-e711-4587-a674-182b910d9687,Rebecca Nunez,2023-11-04,Gaming Console,1,Female,46-55,Africa,137950
351dca75-3b39-4584-9b65-cb9749196d33,Reginald Smith,2023-09-12,Smartphone,2,Female,56-65,Europe,121628
e393d035-eb91-4272-b56c-c2c278d6f5fa,Lorraine Oliver,2024-07-24,Tablet,6,Female,46-55,North America,146611
72fd902e-34e0-4ddc-9060-d13bca9badbc,Cody Wright,2025-02-05,VR Headset,10,Female,18-25,Europe,146530
556772a9-a505-4b27-b51c-98f529b53034,Chelsea Mcfarland,2023-11-12,TV,2,Other,65+,Oceania,98165
a5675f9b-1874-4d12-aeab-2258e5552faf,Alexander Burns,2023-05-21,VR Headset,3,Female,65+,North America,141171
39239184-2703-4153-8a0c-2f441351e133,Ryan Anderson DDS,2024-11-14,VR Headset,6,Female,18-25,Africa,127362
d28f07a2-96c2-444a-a9b5-a16bac0e0573,Michael Miller,2024-02-28,Headphones,8,Female,18-25,South America,67913
d8966786-ac42-44ff-9c9a-37d50187b10c,Megan King,2023-10-17,Gaming Console,2,Other,36-45,South America,38430
38bd2a26-88da-42a4-88e8-b7cd5abcd8a4,Ryan Powell,2023-05-03,Tablet,10,Female,36-45,Asia,100713
37287cd8-0b7d-4714-bcb8-52a2e09419c2,Betty Wong,2024-01-14,Smartwatch,5,Female,65+,South America,34449
74bb9569-6c76-4595-964b-38d01f49fb3d,Kenneth Roman,2024-06-05,Bluetooth Speaker,4,Male,56-65,Europe,135547
5c5cd17d-05da-4a6a-a313-d1150c4a572c,Kelly Chan,2023-12-08,Gaming Console,2,Other,56-65,South America,109203
144b84e9-6290-4892-b427-1af51612a369,Sean Simmons,2024-05-03,Gaming Console,5,Male,65+,Europe,133205
91265501-24d4-44cb-9ac5-78f266687484,Abigail Martinez,2023-07-12,VR Headset,6,Other,56-65,North America,52734
726ae95a-d89f-4606-95dd-9b6f7aea7bd5,John Yu,2023-08-09,Laptop,10,Female,18-25,South America,147900
98bbf469-3bd0-4456-b062-7f23025fc0c3,Tanya Calderon,2024-07-18,Bluetooth Speaker,6,Female,18-25,Africa,138418
aeaff235-9e7e-4ae4-acf0-a014ca3005e5,William Vazquez,2023-07-28,Smartwatch,9,Other,56-65,South America,59607
4459b4f6-f759-46a7-bc2a-391f0ff91267,Veronica Norton,2024-10-03,VR Headset,9,Other,65+,Oceania,68263
df2defed-8a50-4206-ba55-d8510f618ee8,Lisa Jones,2023-12-11,Smartphone,6,Other,56-65,North America,26270
2db28a53-e6fe-43fa-8284-8fa97881d7be,Alec Thompson,2023-09-13,Camera,2,Female,46-55,North America,122670
bfcafbd5-ddc2-40d0-9af6-40bfc573bf3b,Lisa Watson,2023-07-07,Smartwatch,10,Female,26-35,North America,73061
884d9706-a8d9-4b0a-ac69-ab39c61e073a,Frederick Martin,2024-04-17,Tablet,2,Male,46-55,Asia,99049
b81352fb-c28f-4897-918e-1c705ff6408d,Heather Jenkins,2025-03-01,Gaming Console,6,Female,36-45,North America,139384
8e356cce-3088-484f-85eb-89f5dd899ca5,Katherine Hobbs,2024-03-05,Smartwatch,4,Other,18-25,Asia,111201
1a104569-6df5-4cb1-8b49-10dc6097c178,Dale Mullen,2024-12-31,Camera,9,Female,18-25,North America,25460
dece5ea9-0733-44e6-af5d-75e599d321b5,Shawna Becker,2024-11-29,Headphones,7,Female,36-45,Africa,35774
7a824026-72f3-4e59-a031-3ccb78ac2a49,Angela Crawford,2025-01-23,TV,9,Other,18-25,South America,147673
a15dd03e-ffdb-4250-920f-b095e59acfdb,Evelyn Brady,2024-12-06,TV,6,Male,36-45,South America,89576
80ad95a2-ff3f-4779-b551-0a9c54594146,Shaun Farmer,2024-08-10,Bluetooth Speaker,4,Male,26-35,Oceania,85808
ee2af58b-6819-4a02-80e3-0d6a0bbfde5e,Anthony Nielsen,2025-03-01,Camera,3,Other,36-45,Oceania,86850
45e4d316-d1c2-4309-8f90-68a0368afd1d,Nicole Long,2024-07-05,Laptop,7,Male,18-25,Africa,137031
716b24f8-44af-400f-8e9e-4e0babd03f3d,Joshua Pope,2025-02-04,Tablet,10,Other,36-45,Africa,92783
b2425d0b-8f2e-4f96-92ea-7dbc58845c85,Gregory Conrad,2025-04-28,Tablet,4,Other,36-45,Africa,77394
5790c081-3c6d-432f-84f8-de7727f9a443,Jeffrey Burke,2024-06-27,TV,9,Female,65+,South America,143423
8d79b832-9677-46fb-a736-088968121f36,Kerri Johnston,2023-12-20,Gaming Console,3,Male,56-65,Asia,45093
23fe1658-e82d-4989-ad71-3dfb3af81e2b,Kelsey Franklin DDS,2024-07-14,Tablet,1,Female,36-45,Oceania,64209
8baf2370-6532-461e-b24c-543f2400e087,Ethan Becker,2023-11-23,TV,1,Male,36-45,North America,121623
ea2f1750-da27-41de-8d96-d06318962652,John Macias,2024-01-27,Camera,6,Other,56-65,Europe,63894
730f408c-9a14-459a-b2c6-f6d455ed3ada,Michael Davis,2024-09-09,Laptop,8,Other,36-45,South America,89872
4ae553a9-f7eb-408e-8543-cc2b330cbd1b,Frances Simmons,2023-10-12,Tablet,3,Other,46-55,Africa,67319
8893af4b-72fd-4a6a-92ef-27685234df0d,Steven Thompson,2025-04-03,Smartwatch,3,Male,56-65,Europe,63777
81f6e2e8-2eaa-4e81-9ac9-eb0b09cef7de,Dennis Wagner,2023-06-04,Smartwatch,4,Other,46-55,North America,93579
9dff0589-4326-485e-8caf-b862aaee77eb,Meredith Maldonado,2024-11-27,Gaming Console,6,Male,36-45,Oceania,39745
03d4d488-c327-4efa-881f-04869834f3b0,Alan Palmer,2025-03-29,Camera,1,Female,26-35,North America,91503
d03ccaed-80f0-47ce-a4f9-37499df1b303,Susan Freeman,2023-08-03,Bluetooth Speaker,2,Male,36-45,Oceania,74698
9ec1028e-4184-4b08-b435-70dce3dd7c89,Cassandra Johnson,2024-08-22,Camera,7,Female,36-45,Oceania,64297
603b7972-cdd0-460a-80fc-b9b962424ada,Gregg Clark,2025-03-31,Bluetooth Speaker,6,Female,18-25,Europe,111806
c58075b8-1900-4cfd-a550-0d1c87e8b539,Lance Johnson,2024-12-22,Laptop,1,Female,56-65,Europe,28284
44819796-093c-462a-bcf8-347000c8ae69,Valerie Rodgers,2024-06-08,VR Headset,2,Male,26-35,Asia,127305
0169a5fc-00dd-46b7-88ac-dc44aedbd2ba,Julie Mayer,2023-09-22,Bluetooth Speaker,2,Other,65+,Oceania,106534
c88863c7-38f7-4ac4-80c6-09dd37369194,Stephen Baker,2025-01-20,Smartphone,7,Other,65+,Africa,67758
ced6925b-2ce6-4b54-9c8e-b55253eac635,Mary Mason,2024-08-02,Laptop,1,Other,46-55,South America,59531
1694eba0-52ad-4159-bf33-8b5bb449f23d,Laura Miller,2024-03-24,VR Headset,3,Female,56-65,Europe,114443
3ef38a68-df21-42c4-b290-8cfe7c2d1e74,Jill Huang,2024-08-21,Smartwatch,5,Other,46-55,Oceania,26741
fda70e99-8868-4824-a32f-baf9b4d17a53,Timothy Odom,2023-10-26,Bluetooth Speaker,2,Other,36-45,Africa,116940
38b5d15e-56fe-491a-b453-7790bc032dfd,Maria Walton,2023-10-01,Laptop,7,Other,36-45,South America,117999
d0cd45ff-1a04-4ea2-8e14-5e5fab2064b0,Erica Dyer,2024-02-11,Headphones,2,Female,65+,Oceania,79370
969fe697-e748-46e9-9d1a-ab92cec16286,Jennifer Mitchell,2025-01-19,Laptop,8,Female,46-55,South America,23784
63e8df6d-0e99-4204-b551-c4d515875cf2,William Rice,2025-02-20,Bluetooth Speaker,8,Other,36-45,Africa,122430
050f9a76-c572-4d2b-9ef4-afcb94025cf5,Joe Smith,2024-02-08,Camera,8,Other,46-55,North America,80103
2f9c2def-477f-43c5-852f-a50ecf2ab8af,Shane Lucas,2025-04-06,Camera,5,Female,18-25,North America,112209
0a776465-51ac-4736-819a-1454ba100b2d,Jordan Fuller,2024-02-10,Headphones,3,Other,26-35,Africa,130587
d33a7a65-43ba-4e0d-ba0a-9f9128147e1c,Joshua Vargas,2023-10-19,Tablet,4,Female,18-25,Africa,47776
291495b5-b987-41f0-a974-116418394374,David Christensen,2024-05-24,Camera,4,Male,56-65,North America,69276
7e32557a-b49d-4d53-bafa-097f2d951203,Andres Johnson,2025-03-12,Bluetooth Speaker,5,Male,36-45,Asia,34564
1d62d074-696a-4cde-b4d7-e39246f294ac,Kelly Harris,2024-03-16,Smartphone,10,Male,26-35,Europe,28103
99801127-a120-4014-83a7-b8fb8822966c,Daniel Turner,2025-04-18,Camera,10,Male,36-45,Asia,86657
2c475708-0a6c-4ed4-b1f3-502b4775fe0b,David Ayers,2024-02-19,Smartphone,1,Male,56-65,Africa,105292
fcca0582-ae08-476c-8c71-355721e66fa7,Jasmine Snyder,2024-05-08,Smartwatch,5,Female,46-55,North America,110000
906e0bcc-eba2-4876-a3c6-79e0f7e3c3e0,Travis Curtis,2024-03-07,TV,3,Female,46-55,Asia,136465
3fdd8526-d560-4b5d-ad49-933b279a0676,Zachary Russell,2024-12-27,Smartwatch,9,Male,26-35,Asia,68561
71228604-f9f3-43f6-9e99-8bf3e97b9046,William Vaughn,2024-03-02,Laptop,6,Male,65+,Asia,61793
7ec913f9-62ab-4762-8e44-5217c7552328,Dawn Sanchez,2024-07-02,Smartwatch,2,Female,46-55,Asia,97308
4a3c6395-64bc-4281-9ba5-636526f2f17f,Patrick Collins,2024-11-19,Camera,5,Other,36-45,Europe,126116
d3c55473-4111-48f9-a886-358bc82058fb,Julie Jackson MD,2023-09-01,VR Headset,9,Male,56-65,North America,92673
7d7046ce-35d6-4813-a666-8a0dd3ad27f2,David Reed,2024-02-06,Smartphone,8,Other,36-45,South America,65356
644bcb21-5d7e-441a-87ad-ef7b83373fb3,Kristen Ryan,2023-05-12,Tablet,4,Other,36-45,Africa,59997
0235bda5-2b60-436e-9d25-29ddcf8151ff,Ann Wilson,2023-08-05,Camera,6,Female,56-65,Europe,36458
918a5838-cdf0-4670-b772-7b996db1e3a5,Craig Clark,2024-05-28,TV,10,Male,18-25,Asia,88374
34d0178f-293c-4374-a42f-23f32a31d592,Karen Allen,2025-02-08,VR Headset,1,Other,36-45,North America,50072
540657e0-d664-4c8a-89d7-08b08eb6ef7b,Diana Stephenson,2024-12-04,Smartphone,1,Other,18-25,North America,137008
12446743-a811-4c92-bfad-74db3ff30100,Tammy Kelley,2023-12-07,Smartphone,2,Other,26-35,North America,133926
182b217c-c209-4290-9ffa-0dd23a47df5f,Thomas Campbell,2025-03-09,TV,7,Other,56-65,Asia,139693
16687f33-e4a6-498c-acc1-7ff30b7aef0a,Amy Reid,2024-09-11,Smartwatch,6,Male,65+,Europe,140299
9826e4c2-5d9e-4e66-b2f5-ffd09560f856,Miranda Hill,2025-01-09,Tablet,6,Female,18-25,Oceania,145694
9dbdf992-36c8-42af-babb-44774db0fecf,Mr. Kenneth Ramos Jr.,2023-10-22,Laptop,10,Male,65+,North America,84780
b2375854-7647-41e8-b683-5a3ac07fd980,Jackie Williams,2023-05-29,Laptop,5,Male,56-65,Africa,37046
36150197-6c99-4f50-998c-d245a59594c4,Brenda Hernandez,2024-09-17,Camera,7,Other,18-25,Europe,28248
489c59d9-2742-4451-a0fd-40f4be11afac,Brianna Baker,2023-07-02,Camera,2,Male,56-65,Oceania,21603
c93a98e7-76e8-48e0-9fb7-31374806d4d5,Sabrina Simpson,2025-03-08,Smartphone,5,Female,26-35,Africa,111314
070886f3-df00-4ecb-b602-2ee371c33455,Christina Pearson,2024-07-25,Smartphone,5,Other,18-25,Oceania,99877
27e0ba48-671c-4b25-82fd-bb21293531f5,Gregory Hardy,2024-05-02,Laptop,1,Other,36-45,North America,69103
cacacdfa-665b-430a-84a1-6da8bf7f9a54,Lauren Washington,2025-02-05,Smartphone,10,Female,56-65,Oceania,133938
19e5e622-5e20-46f3-be49-c5d2a1cb6a9a,Ashley Beck,2024-02-05,Laptop,4,Female,26-35,Oceania,31086
5c74cb27-9dd4-40ed-8b97-f1b38ccaa37f,Tara Torres,2024-02-15,Laptop,7,Female,46-55,North America,57181
bec5ad10-acbb-4bbc-a5d0-55fa99c7476c,Mary Leonard,2024-01-20,VR Headset,10,Female,36-45,Oceania,104213
6cacc449-6342-40f9-b9a8-af530f5a335d,Nancy Zamora,2024-01-01,Smartphone,5,Female,26-35,South America,68072
14b28de7-a4b9-49de-8add-316bf263ede0,Barbara Williams,2024-07-06,VR Headset,10,Male,26-35,South America,115060
1756089b-f9af-4443-ae9a-c6305ca70b1a,Christopher Clayton,2023-10-06,TV,7,Other,18-25,South America,73205
c08a2112-fda0-4193-875c-4a6c194ec61b,Ryan Lynch,2024-07-03,Camera,3,Other,56-65,Asia,61260
776de501-d409-4136-8e90-9ede11f39546,Kirk Baker,2024-02-20,Laptop,8,Female,56-65,North America,88627
5deb4091-d223-48b5-b89d-1b2446f57afd,Susan Williams,2023-06-26,Bluetooth Speaker,8,Other,65+,South America,37092
2870b8db-cc90-4b56-b5ff-9d3392a331cc,Gary Gomez,2023-08-12,Smartphone,6,Male,56-65,Asia,111557
b1400e1f-27eb-4e0d-9a4e-f9bcdc553ae9,Angelica Harris,2023-08-29,Bluetooth Speaker,9,Male,56-65,Europe,138626
ea54546e-fcf6-4d27-b19c-12ab4d0b5185,Michael Stevenson,2024-11-11,Headphones,2,Female,18-25,North America,120472
95e4d83a-9006-4c31-baf1-5453a36b5ba2,Michael Graves,2024-07-02,VR Headset,10,Female,46-55,North America,57207
638b22bd-047b-4357-8d5e-b87b4fdfc85d,Shawn Townsend,2025-03-21,Laptop,7,Other,18-25,North America,137231
ad728b67-dce0-4de8-9479-f68bb6619487,Katie White,2024-11-01,Headphones,3,Female,26-35,Asia,37777
330a1652-493c-450c-8196-e7faf414f640,William Mason Jr.,2024-03-23,TV,4,Male,46-55,Oceania,107889
0deda838-f255-4bcc-9127-d527d23e3b7a,Maria Schultz,2024-07-12,Gaming Console,3,Other,56-65,Oceania,43715
b6fee5c9-fe0c-4f42-8898-04c359f95a53,Benjamin Meyers,2023-08-17,Tablet,8,Male,56-65,Europe,50141
20df8c2f-5eee-435f-8d78-c42743c825d8,James Holmes,2023-10-29,Smartwatch,4,Other,56-65,Africa,81013
4c8bd49d-9a23-4739-9c3c-075770e935fd,Karen Miller,2025-01-31,Headphones,4,Male,26-35,Oceania,136307
7aa6b5e4-6981-4663-8c54-3ae748885145,Kevin Ramos,2024-03-31,TV,4,Female,46-55,Oceania,95423
3a99b2b2-2861-4042-bab5-4c11668d837d,Zachary Campbell,2024-10-26,Smartwatch,4,Other,46-55,Asia,32259
9b497f45-9b96-4ecb-ac60-ff05d2caeba9,Courtney Miller,2023-07-25,Camera,7,Other,46-55,South America,131174
9fd658e4-1617-46d1-9e11-6e5e3e91ed77,Donald Hawkins,2025-02-11,VR Headset,10,Male,56-65,Africa,133582
4b1604d3-9bfa-4d48-b4a4-e818e8d6c3d5,Susan Vega,2023-09-28,Headphones,8,Other,36-45,Europe,141414
da4f1791-dc74-4986-9e4c-8dbd0caca324,Jessica Summers,2024-04-23,Bluetooth Speaker,2,Male,56-65,South America,105457
b796a28a-655e-407e-b289-7580176c55ed,Teresa Knight,2023-07-10,Headphones,4,Other,56-65,Europe,148069
e9db1968-831d-46b4-9cd0-9feb44f0a670,Erin Harrison,2023-10-01,Headphones,9,Other,18-25,South America,95926
0ca8c35a-1ca9-4196-80e4-d3e3c04a9e2e,Mrs. Carly Black,2025-02-28,VR Headset,4,Female,36-45,North America,134509
5a9dc1c9-db3c-44be-9ec0-c52fdaf4ccb7,Kelly Clark,2024-09-24,Laptop,2,Male,26-35,Asia,23427
7c588656-9cfb-4774-a81f-b8b076427ea9,Tara Allen,2025-02-19,VR Headset,7,Other,56-65,North America,83417
42d3c574-3ea4-499b-9589-68e3019c40aa,Maria Taylor,2025-03-18,TV,9,Female,46-55,North America,25831
1c821e07-e4f2-4f21-8815-4eb1c957930c,Michael Hudson,2024-07-06,Smartphone,9,Female,36-45,Africa,107399
a14d4273-6570-4efc-ac1a-2bbbd020f5ab,Laura Mckinney,2023-07-08,Bluetooth Speaker,1,Male,18-25,North America,126844
a4a34abb-4761-433a-a79a-9ee825064ca6,Anthony Roberts,2023-09-08,Headphones,7,Other,36-45,Europe,38432
3c5076d8-c135-4b73-9d0b-783018eb1c84,Denise Walker,2024-03-15,Tablet,4,Other,36-45,North America,126420
f7875541-f0a5-429b-8693-f84a4e13a1ba,Lindsay Mcconnell,2024-02-16,VR Headset,10,Male,18-25,Africa,74023
b7b43fa9-ed7b-4bdd-be07-5582128898a0,Patrick Mack,2024-12-15,Smartphone,5,Female,18-25,Asia,23497
58f709a5-c672-4b57-84c0-55780f03de54,Cody Smith,2024-03-12,VR Headset,7,Other,46-55,Oceania,140004
df37009e-96ec-4144-a503-0d17039c89ca,Amanda Owen,2024-05-18,Tablet,7,Male,18-25,Europe,124994
dce31d3d-279e-432c-acdd-69dd0c363b1d,Kelly Gomez,2024-11-12,Tablet,2,Female,46-55,North America,141756
5551f169-46ff-434b-b582-0a0d99f14ab0,Allen Solomon,2024-06-21,Bluetooth Speaker,8,Male,26-35,North America,84176
870eaeaf-a2bd-4df5-827d-3a645e46ba00,Melanie Alvarez,2023-07-21,Smartphone,6,Male,65+,South America,124086
23acb73f-3707-4678-a5b7-411bed7ae5e0,Susan Gardner,2025-02-25,Bluetooth Speaker,4,Other,46-55,Oceania,55125
50dc0114-861e-488e-a0d7-b9abee8f431e,Jeff Shaffer,2023-09-21,Smartphone,5,Male,65+,Africa,82414
f97ea0e7-612b-4e56-ba54-9dbc49cbbb63,Margaret Holt,2024-01-05,Camera,8,Female,18-25,South America,45112
956931d9-d10f-4ddb-a51d-eb13947c6a8b,Matthew Holden,2024-09-27,Smartphone,4,Other,36-45,Asia,27504
eeaa2c9d-0581-49df-a524-efee809dee7c,Joseph Woods,2024-03-16,Gaming Console,3,Male,36-45,South America,118037
e82d1e55-48da-4995-9da3-c0c5a0a34533,Brittany Khan,2023-10-06,Gaming Console,3,Male,46-55,Asia,117356
b85c023a-3f4a-4fa2-b681-ca92e06c45bb,Christina Stephens,2024-07-22,VR Headset,6,Other,36-45,North America,142157
80123a29-037f-4549-af11-9fd4f56142f1,Kimberly Adams,2023-07-28,TV,8,Female,36-45,Europe,111638
6a262dfc-a9b4-4c67-95f5-e088a32e050c,Vincent Willis,2024-12-27,TV,4,Other,46-55,South America,76337
4013938a-0005-4693-a2f6-5c264a480e8b,Caitlin Olsen,2024-10-09,Smartphone,9,Other,26-35,Europe,120186
1cf585c0-7ae3-4096-a9e1-f7d09102564d,Stephanie Lee,2024-04-09,Gaming Console,7,Other,36-45,Asia,52539
981bedfb-ac70-4b20-afaa-3410c766fc32,Lisa Kim,2024-10-09,Tablet,4,Male,26-35,Asia,123901
6b1f4796-8cde-472f-ad7f-0c60b9d78fea,Angela Phillips,2023-08-26,Bluetooth Speaker,1,Female,56-65,Europe,87769
86852e00-3d16-4738-88a8-ef4e95ae0936,Leah Williams,2023-05-30,Camera,2,Male,26-35,Africa,104799
ee7e52c1-084c-41e0-b487-619ef211ccd0,Leonard Holland,2024-02-05,Laptop,1,Other,26-35,North America,21004
496e200c-bfa0-42ef-894d-65dfd2b6a228,Roy Lozano,2024-03-15,TV,10,Male,46-55,Asia,51568
72ad384a-21bc-4e78-889e-0f48edece11b,Jason Colon,2023-09-15,Smartphone,5,Female,26-35,Africa,38876
a500ed55-7aeb-4be9-8110-2909ca8bf945,Jennifer Bailey,2023-08-16,Laptop,8,Female,56-65,Africa,101922
2815faa2-cff0-4708-906d-e59cdfe18eb1,Elizabeth Mcconnell,2025-02-15,Gaming Console,8,Other,56-65,Africa,48354
28993ad6-62ae-4bd6-9d41-244aed947dc8,Dr. James Holmes Jr.,2023-09-12,Smartwatch,1,Male,56-65,Asia,144194
dcd3762a-3b27-45ec-8de4-f761c2048d32,Paula Donovan,2023-08-20,TV,2,Other,18-25,North America,58677
6d3ee55d-b21c-46a6-af32-9e9ca2cc592f,Tyler Potts,2025-03-20,TV,4,Male,56-65,Oceania,132595
b8d45f32-0741-4c33-aa0b-1a9728c8d899,Brittany Harris,2024-05-15,Tablet,1,Other,26-35,South America,137849
f6c96810-dd68-4bce-8f14-c6d9d1d64bff,Dwayne Sparks,2024-08-28,TV,9,Other,46-55,South America,23945
520735f7-b66e-4b9b-bc51-d09a93aede55,Kayla Mills MD,2023-05-14,Camera,4,Other,46-55,South America,107568
ce237a4d-d399-45b8-b8c3-166489c79cf4,Bruce Morris DVM,2023-10-21,Gaming Console,1,Other,36-45,Europe,92554
186ac1b1-f221-4051-93b3-0845a9aee1b7,Alan Wilson,2023-07-23,Laptop,9,Other,65+,Oceania,120736
b26559cb-0c64-40e4-a9b1-f8e437831d73,Eduardo Snyder,2024-09-16,TV,8,Male,46-55,North America,76224
c10eed10-bb2a-45ce-bef9-f49cfee4c4b3,Rita Williams,2024-11-28,VR Headset,4,Female,56-65,South America,59740
b6854b68-9f5b-4381-883d-fbaa8a0019d9,Melanie Ruiz,2024-10-14,Headphones,4,Male,26-35,Europe,100074
c117950f-cda2-4120-a8d4-e064617a8f91,Robin Morton,2024-01-27,Smartwatch,5,Female,46-55,Europe,145360
85c69164-eb16-4a97-9324-433d0b8b5903,Michelle Holloway,2023-08-18,Camera,8,Female,56-65,Oceania,123207
c72f6ecb-85c8-4055-a08d-1de85150b6dd,Jason Morgan,2024-04-25,Camera,7,Other,18-25,South America,122177
05bd0640-5523-45f7-b966-cc7a1d7d5896,Nancy Ball,2023-10-29,Headphones,2,Other,46-55,South America,68261
527296aa-f5ac-4a8b-8241-4d7e8535d372,Isaac Franklin,2024-12-03,Smartwatch,4,Female,65+,North America,24096
1dd29b35-4344-46e9-ac13-6a71376c4d4b,Erica Franklin,2023-09-16,TV,4,Male,56-65,Asia,134561
bd32a5ba-5fe5-4e97-907d-ee06d8cd75c5,Crystal Parker,2023-06-05,Headphones,7,Female,18-25,Asia,139966
b99dec4a-6864-42c7-9fe3-33afa8db125c,Jenna Larsen,2023-08-05,Bluetooth Speaker,9,Male,26-35,Asia,76050
272cf57f-c237-4164-8a36-812ecfff7e24,Tanner Park,2024-01-29,Camera,9,Female,18-25,North America,55012
a4702f57-f61b-43f3-9121-07bcaf5a456c,Mary Oneill,2023-10-20,Gaming Console,10,Female,36-45,South America,94575
63f7b452-8978-47e3-8b6f-dcbc1ff36e3b,Janet Rodriguez,2024-05-15,Smartphone,8,Male,36-45,Europe,137179
70b06ee2-096e-4065-a1ff-6ce79ad1d37b,Jack Lynch,2024-02-22,Camera,5,Other,46-55,South America,89370
b6255f33-b09c-4855-8b6e-90d5f7706a20,Mark Torres,2024-04-09,Bluetooth Speaker,1,Male,18-25,Oceania,136601
974639c3-66ff-45b6-bced-20ed82fa381a,Christina Morgan,2024-01-16,TV,6,Female,65+,Asia,88278
9c9c844a-afc9-43e6-876a-3493c2ce541d,Lisa Pennington,2024-10-12,Headphones,10,Other,65+,South America,78106
460083ed-5d3c-4b08-985d-9081fc0b13fc,Jennifer Jones,2023-11-21,Headphones,1,Female,36-45,Europe,53754
8919540d-3936-4f0f-8206-b6fc3d9639ad,Jacob Phillips,2025-03-12,Laptop,6,Male,46-55,Europe,123683
fda16ce4-bd44-4633-8f11-c89ef9a36320,Andrew Mcknight,2024-02-15,Tablet,4,Other,56-65,Europe,101059
da51a136-c8e1-45d2-bd97-55992ce4ba1a,Terri Murphy,2023-06-28,Bluetooth Speaker,1,Male,65+,Asia,34490
14115ecb-d307-4a02-bba8-c51213bd18ca,Gregory Gutierrez,2023-05-20,Camera,2,Female,46-55,Asia,75396
3884f2ac-0566-4a98-99ca-41ab60ebc4d2,Jeffrey Perkins,2024-10-06,TV,5,Female,36-45,Africa,109482
7981b06e-79c7-46a5-b8ae-513a3d06d810,Shawn Pierce,2025-04-21,Bluetooth Speaker,3,Other,26-35,Oceania,27707
1a3553bc-a30d-4695-8589-446272b07876,Dana Solis,2024-03-04,Camera,6,Female,46-55,South America,138322
5254d980-b3f0-43aa-8428-0a35c160262a,Cody Green,2023-07-31,TV,7,Male,65+,Oceania,53108
17a31974-592f-43aa-bf2a-f5353d9330e7,Jason Hurley,2025-02-17,Headphones,4,Male,56-65,Europe,53413
3c6ff164-806d-4f5f-8b06-c893419bcc4d,Christopher Bauer,2024-08-12,VR Headset,8,Female,18-25,South America,60122
9d286228-9d6a-4803-960c-c81268d0af7e,Maria Avila,2023-06-15,Laptop,7,Male,18-25,Africa,64168
c158cd4f-1c2b-4383-810b-48e915d7675b,Adam West,2024-04-26,Tablet,2,Male,26-35,Europe,109665
5b8aed54-a3cc-40d3-87df-a6bdc3bc8799,Adam Mcgee,2023-11-15,VR Headset,1,Female,46-55,Asia,35379
393199e3-57ab-4753-b94d-5443bd099b5f,Caroline Hines,2024-04-28,Laptop,2,Female,18-25,North America,41289
